,summary,link,article,title,time
57,"Approximately $99,000,000. ",http://au.ign.com/articles/2016/05/19/daniel-craig-turned-down-this-much-money-to-play-bond-again,"Daniel Craig has reportedly turned down £68 million (approximately $99 million) to play James Bond in two more movies.

Loading

According to the Daily Mail 's sources, Craig has said he is ""done"" playing Bond, despite MGM offering the huge sum for him to return for two more films beyond Spectre , including endorsements, profit shares and even a co-producer credit.Craig has reportedly earned £38 million total for the four Bond films he has made so far.Last year, Craig said he'd rather ""slash my wrists"" than play Bond again , but added that ""If I did another Bond movie, it would only be for the money."" Apparently, even that wasn't enough.UK bookmakers have stopped taking bets on Loki actor, Tom Hiddleston becoming the next 007.

Joe Skrebels is IGN's UK News Editor, and his tux game is strong. Follow him on Twitter.",Daniel Craig Turned Down This Much Money to Play Bond Again,2016-05-20 04:30:00
58,"It's Jackson, Mississippi. ",https://weather.com/health/allergy/news/worst-spring-allergy-cities-2016,"The Asthma and Allergy Foundation of America’s annual list of the spring allergy capitals has been released and for the second year in a row, Jackson, Mississippi, ranks first.

""Jackson is a beautiful city with a wide variety of trees and other pollen-producing plants that create higher than average pollen scores when compared to other municipalities around the country,"" Alex Burgess, spokesperson for AAFA, told weather.com. ""This also results in higher than average medication usage by their citizens.""

(MORE: Incredible Gardens Growing in Unexpected Places)

Though the number one spot may have stayed the same from last year, the rest of the top 10 saw a shakeup. Syracuse, New York, climbed to third place on this year’s list after ranking 20th in 2015. Providence, Rhode Island, and Buffalo, New York, also make appearances in this year’s top 10.

""We were surprised by Syracuse and Buffalo jumping into the top 10,"" Burgess said. ""Spring pollen levels in both cities were much higher than those recorded in other major U.S. metropolitan areas, but Buffalo experienced a significant reduction in the number of certified allergists compared to last year, which may have influenced lower than expected medication utilization.

Advertisement (MORE: The Surprising Way You Can Prevent Allergies Before They Start)

Although there has been a trend over the last few decades of the spring allergy season inching up on the calendar, Dr. Clifford Bassett, medical director of Allergy and Asthma Care of New York and an ambassador for AAFA, told weather.com that the presence of El Niño this winter and the wet, mild winter weather much of the country saw can result in a stronger allergy season.

""In any year with an El Niño phenomenon, we expect certain areas of the country, particularly in the South, to be plagued by lots of rainfall and precipitation,"" Dr. Clifford Bassett said. ""Each year it’s different. If you look at the aerobiology, you have a lot of different pollen areas. There’s a lot of cities [in the South] that are hit hard each year during the spring allergy season.""

And Burgess agrees. ""Certain parts of the country appear to be experiencing higher than average pollen counts while others have shown lower counts,"" which could be thanks to the presence of El Niño, he said. ""Generally speaking, the United States has experienced a warmer than typical winter coupled with late winter precipitation that has created an earlier pollen season than typically seen. Pollen counts are on the rise around the country and individuals who experience seasonal allergies need to be proactive and meet with their allergists to prepare a plan to address their symptoms.""

The AFAA compiles the annual city rankings using data on metro-area pollen counts, the availability of board-certified allergists in the region and rates of allergy medication use. The complete list and more information about the ranking are available at AllergyCapitals.com.",Which City Is the Worst for Spring Allergies?,2016-05-20 03:45:00
59,Post a picture of it on social media. ,http://www.goodhousekeeping.com/life/travel/news/a38505/never-take-picture-of-boarding-pass/,"This content is imported from Instagram. You may be able to find the same content in another format, or you may be able to find more information, at their web site.

Instagram was basically invented for the humble brag. Oh, this old outfit? Why yes, I did bake this cake from scratch. And of course, there's the passport-avec-boarding pass tease to an upcoming adventure (even HGTV star Jillian Harris can't resist!). But this seemingly innocent social media share could have serious repercussions.

According to KrebsonSecurity, websites exist that can read the barcode on your boarding pass and then hack your personal information — including your phone number, frequent flyer number, and info about all future flights you book through the same number. That means they can then change your seat on your flight, cancel future flights, and even reset your account PIN entirely. Yikes.

So the next time you're jetting off to somewhere fabulous, just mention your destination in the caption. We're sure your followers will believe you — even without photo proof.

[via Smart Travel

This content is created and maintained by a third party, and imported onto this page to help users provide their email addresses. You may be able to find more information about this and similar content at piano.io",Don't Ever Do This With Your Boarding Pass,2016-05-20 02:57:15
60,San Bernardino. ,http://www.laweekly.com/news/heres-the-most-dangerous-city-in-california-6938087,"When asked to name the most dangerous place for crime in California, Compton, L.A.'s Eastside or the East Bay might come to mind.

You'd be wrong.

The most dangerous city in the Golden State when it comes to crime, police presence and other “community factors” such as poverty, the high school graduation rate and comparatively low police budgets, is in the Inland Empire.

It's San Bernardino.

That, at least, is according to the Southern California law firm of Graham Donath, which commissioned a report that crunches the numbers and gives us a list of California's most dangerous cities.

San Bernardino, a Great Recession–embattled town that's in bankruptcy, doesn't have the highest crime rate. Oakland and Stockton are worse when it comes to serious, violent crimes (murder, rape, robbery and assault), the analysis found.

But when all the factors were calculated, including unemployment, police per capita and even the number of days in a year when the high temperature was higher than 80 degrees, San Bernardino is your winner, the Donath report says.

The city, for example, ranked in the top 10 for municipalities with the lowest investment in law enforcement. It also ranked in the top 10 for those “community factors” we talked about.

All across this great state there's a lot to be desired when it comes to fixing lawlessness, however.

The analysis notes that all of its top-10 cities had a poverty rate of nearly 15 percent (14.5) or greater. That includes Los Angeles, where about one in five people (21.2 percent) lives in poverty, according to the report.

San Bernardino's poverty rate is pegged at a whopping 30.6 percent.

The analysis cites the high cost of living as a possible pressure point for crime. We don't need to tell you that housing costs in L.A. are out of control.

“One explanation for high poverty levels in California cities could be the rising cost of living with stagnant wages,” the report says. “The poverty has actually grown in the state since 2007, and this could be because the increased cost of living is sending people into debt. It’s also encouraging people to leave or discouraging them from moving to the state.”

Los Angeles, by the way, ranked 19th on the dangerous cities list.",Here's the Most Dangerous City in California,2016-05-18 16:00:00
61,Pesticide in candy. ,https://www.washingtonpost.com/news/morning-mix/wp/2016/05/06/he-wanted-to-teach-him-a-lesson-revenge-by-a-brother-in-pakistan-allegedly-leads-to-31-deaths-from-poisoned-sweets/?tid=hybrid_experimentrandom_2_na,"According to the newspaper Dawn, he invited scores of relatives to his small mud hut in Karor Lal Esan, dispatching his son in advance to buy five kilograms (about 11 pounds) of the treat, enough to serve everyone. Of course, they gobbled them down, especially the children.

But as they did, they started vomiting, one after the other, in quick succession. They were rushed to the local hospital, Dawn reported, where they only became sicker. Then, one by one, they started dying. By Thursday of that week, 12 members of Hayat’s family were dead, among them eight sons, a daughter and three grandchildren.

Advertisement

Story continues below advertisement

At the same time, several dozen others who had purchased sweets from the same Tariq Hotel and Sweet Shop, also took horribly ill and were rushed to the hospital. By this week, 19 more who had consumed the sweets were dead.

The tragedy became a great mystery.

Rameez Bukhari, a senior police officer from the local district, suggested that a worker at the shop “inadvertently” added pesticide to the laddus mix. “There was a pesticide shop close by which was being renovated, and the owner had left his pesticides at the bakery for safe keeping,” Bukhari was quoted as saying by Gulf News.

“A baker may have used a small packet in the sweet mixture,” he said, but added that police were awaiting the results of laboratory testing.

Story continues below advertisement

The Chief Minister of Punjab paid a visit to the village, assuring the locals there would be a thorough investigation.

Advertisement

Local health officials shut down the shop and sent samples to a laboratory in Lahore.

Friday, Dawn and other news outlets reported that the mystery was solved. Authorities finally tracked down the alleged cause of the mass poisoning when the younger brother of the sweet shop’s owner confessed that he had spiked the sweets with a pesticide. He wanted “to teach him [his brother] a lesson,” he reportedly told police.

The 18-year-old, identified as Khalid Mahmood, reportedly claimed his brother had “tortured him” and “insulted him on every trivial thing,” according to Pakistan’s SuchTV.",31 people suddenly dropped dead in a Pakistani village. Now police claim to know the horrible reason why.,2016-05-17 22:34:22
62,The National Vietnam Veterans Foundation. ,http://www.cnn.com/2016/05/16/politics/vietnam-veterans-charity/index.html?sr=fbCNN051616vietnam-veterans-charity1155PMVODtopLink&linkId=24572564,"Story highlights The National Vietnam Veterans Foundation raised nearly $9 million in 2014 But it donated less than 2% of that money

Washington CNN —

At first glance, the National Vietnam Veterans Foundation is a roaring success. According to its tax filings, the charity has received more than $29 million in donations from generous Americans from 2010 to 2014 for what it calls on its website “aiding, supporting and benefiting America’s veterans and their families.”

But look a little closer on those same filings and you can see that nearly all of those donations have been cycled back to telemarketers, leaving less than 2 percent for actual veterans and veterans’ charitable causes.

That’s why Charity Navigator, one of the nation’s largest and most influential charity watchdog organizations, has given the charity a “zero” out of four stars for those same four years.

“It’s a zero-star organization and you can’t go lower than that,” says Michael Thatcher, Charity Navigator’s CEO. “They don’t have an independent board of directors, they actually don’t even have a comprehensive board of directors – only three members on the board at this point in time and some of them are family. So one can say, is this representative of an independent board? It’s not.”

The charity’s most recently filed tax return, for 2014, lists a catalogue of expenses paid for by donations: including $133,000 for travel, $21,000 for unnamed “awards”, $70,000 for a category described as “other expenses” and even a little more than $8,000 for parking.

Charity president works at VA

The CEO and founder of the National Vietnam Veterans Foundation, himself a veteran, is J. Thomas Burch, who is also a federal employee working as an attorney for the Department of Veterans Affairs. Burch is deputy director in the VA’s Office of General Counsel, where he pulled down $127,000 in salary in 2014. That’s the same year he drew a salary of $65,000 as head of his “zero-star” charity.

A VA spokesman told CNN Burch’s position at the veteran’s charity is not a conflict of interest “per se”. But the spokesman added the VA is now “reviewing” the situation and that the agency’s Office of Inspector General is handling that review.

When contacted by CNN, Burch asked that we not contact him at his job at the Department of Veterans Affairs, but he refused to answer phone calls placed to his home. CNN tried to confront Burch as he drove home from work in a black Rolls Royce, but upon seeing a CNN camera crew, Burch gunned the Rolls Royce down his suburban Washington, D.C. street and disappeared.

The charity’s vice president, David Kauffman, said in an email that the NVVF was responsible for “feeding homeless and unemployed veterans by donating to food banks, sent personal care kits to hospitalized veterans and donated blankets, hats and gloves to homeless centers.”

According to the charity’s tax filings, though, it accounted for about $122,000 in cash donations to veterans, out of more than $8.5 million raised in donations in 2014. That is less than 2% of the charities cash donations being used to support veterans and their families.",‘Worst’ charity for veterans run by VA employee,2016-05-17 10:00:00
63,Machu Picchu. ,http://edition.cnn.com/2016/05/17/travel/tripadvisor-top-world-landmarks/index.html,"(CNN) — According to the United Nations World Tourism Organization (UNWTO), France is the world's most visited country.

Various surveys consistently place Paris among the world's five most visited cities.

But don't expect to see the Eiffel Tower -- or any other French landmark -- on TripAdvisor's most recent list of what it calls the World's Most Beloved Landmarks.

There are biggies on the TripAdvisor Travelers' Choice list -- Cambodia's Angkor Wat and Vatican City's St. Peter's Basilica.

Towering defeat: The Eiffel failed to crack the top 10 on TripAdvisor's most beloved landmarks list. Courtesy TripAdvisor

But for its absence of traditional favorites, it's a curious list.

In a press release, TripAdvisor explained that its ""most beloved"" designees ""were determined using an algorithm that took into account the quantity and quality of reviews and ratings for landmarks worldwide, gathered over a 12-month period.""

So, does the TripAdvisor community's opinions reflect your own?

Close your eyes, think of 10 prominent world landmarks, then see how your list compares with the TripAdvisor list below.

TripAdvisor Travelers' Choice World's Most Beloved Landmarks

1. Machu Picchu (Machu Picchu, Peru)

2. Sheikh Zayed Grand Mosque Center (Abu Dhabi, United Arab Emirates)

3. Angkor Wat (Siem Reap, Cambodia)

4. St. Peter's Basilica (Vatican City, Italy)

5. Taj Mahal (Agra, India)

6. Mosque-Cathedral of Cordoba (Cordoba, Spain)

7. Church of the Savior on Spilt Blood (St. Petersburg, Russia)

8. The Alhambra (Granada, Spain)

9. Lincoln Memorial Reflecting Pool (Washington, D.C.)",And the world's most beloved landmark is ...,2016-05-17 09:30:00
64,$116.8 billion. ,http://money.cnn.com/2016/05/16/investing/saudi-arabia-us-debt-ownership-revealed/index.html?sr=fbCNN051716saudi-arabia-us-debt-ownership-revealed0653AMVODtopLink&linkId=24579110,"One of the biggest mysteries in global finance was just revealed: How much U.S. debt Saudi Arabia owns.

Saudi Arabia stockpiled $116.8 billion of U.S. Treasuries as of March, the Treasury Department announced on Monday, ending four decades of keeping the figure secret.

That makes Saudi Arabia the 13th largest foreign holder of U.S. debt, though well behind the $1 trillion-plus owned by China and Japan each. The Saudi figure was first reported by Bloomberg News based on a Freedom of Information Act request.

Unlike with most other major owners of U.S. debt, the Treasury Department kept Saudi Arabia's precise holdings secret since the 1970s. Saudi's holdings were lumped together with that of other oil exporting nations, including Venezuela and Iraq.

But that policy ended on Monday as the Treasury Department disclosed precise holdings by specific countries that were previously grouped together. A Treasury official told CNNMoney the move was made following a review aimed at trying to provide more ""comprehensive and transparent"" data.

The new Treasury report also revealed that the Cayman Islands, a country of less than 60,000 people, owned $265 billion of U.S. Treasuries as of March. That's the third-highest sum in the world and a reflection of the nation's status as a major tax haven. The Cayman Islands does not have a corporate tax, encouraging multinational companies to store vast sums of money there to avoid taxes.

Likewise, Bermuda, another popular tax haven, is sitting on $63 billion of U.S. debt. Previously both the Cayman Islands and Bermuda were lumped together in a group of Caribbean banking center nations.

It is possible that Saudi Arabia owns even more U.S. debt than what was revealed on Monday. That's because Saudi Arabia's central bank listed owning $587 billion of foreign reserves as of March. Typically, central banks park the majority of their foreign reserves in U.S. Treasuries. In other words, the numbers don't really add up.

One possibility: Saudi Arabia could be taking a page out of China's playbook. Many analysts believe China owns U.S. debt through custodial accounts in Belgium, a relatively tiny country that listed owning over $154 billion of U.S. Treasuries as of March.

Related: Who owns America's debt?

The Saudi mystery had taken on greater significance in recent months. Since the end of 2014 the Saudis have burned through more than $130 billion of foreign-exchange reserves -- most likely including U.S. debt -- to help cope with the crash in oil prices. The Treasury Department said Saudi Arabia's U.S. debt holdings of $116.8 billion are down from $123.6 billion in January.

Additionally, rising tensions between the U.S. and Saudi Arabia led the kingdom to make a recent shocking threat. Sources told CNN in April that Saudi Arabia threatened to sell off American assets if Congress passed a bill that would allow 9/11 victims to sue foreign governments. A Saudi source at the time told CNNMoney that the kingdom was ""serious"" about this threat.

Dumping a vast sum of U.S. Treasuries at once could cause the securities to tank, potentially destabilizing global financial markets. It could also severely hurt Saudi Arabia's own finances, leading many experts to conclude the threat was empty.",Revealed: Saudi Arabia owns $117 billion of U.S. debt,2016-05-17 08:15:00
65,She eats breakfast. ,https://www.newbeauty.com/blog/dailybeauty/9431-the-beauty-product-ivanka-trump-doesnt-use-will-surprise-you/,"Originally Published May 15, 2016

At 34 years old, Ivanka Trump has many titles: wife, mother of three, entrepreneur (she’s launched fashion, jewelry and lifestyle collections, as well as her growing initiative, Women Who Work), writer, and businesswoman. But how does she juggle it all and look so good doing it? Here, she gives us a little glimpse into her world.

NewBeauty: Being that you travel often, especially on the campaign trail, do you have any beauty hacks for busy women who are always on the go?

Ivanka Trump: It’s so important to stay hydrated while traveling. It’s an easy hack, but drinking lots of water really helps you to stay glowing and energized during long trips. When I can, I drink lemon with my water—it dresses it up a little bit!

You May Also Like: Beauty Secrets From Ivanka Trump

NB: What is the best beauty tip you’ve learned from your mother?

IT: Take off your makeup before bed, no matter what!! As a teenager, my mother once woke me up in the middle of the night to insist I remove my makeup. She felt like it was terrible for the skin, and I tend to agree.

NB: What do you want to teach your daughter about beauty?

IT: It’s crucial to me to impart to Arabella that confidence, strength and grace are what really makes a woman beautiful. The makeup and skin care are fun, but it’s who you are as a person that matters the most.

NB: As a fan of natural beauty products, are there you swear by that really work?

IT: I’m a big fan of Tata Harper’s Hydrating Floral Essence.

You May Also Like: 5 Skin Care Tips a Top Beauty Expert Always Follows

NB: What is one thing people we’d be surprised to learn about you?

IT: I don’t own a blowdryer, and I’ve never learned how to use one. Most days, I walk to work with my hair still slightly wet.

NB: Do you have any post-pregnancy tips for women to bounce back so quickly like you did?

IT: I started thinking more about the nutritional value of food—rather than purely eating for pleasure—during my first pregnancy and have tried to maintain that thinking between my last two pregnancies. I may eat more now (I have even added breakfast, which I always used to skip), but in a healthier way. As far as an exercise routine, I love to run. My team at IvankaTrump.com and I ran a half-marathon last year and I’ve become addicted to the endorphin boost!

NB: You recently spearheaded a major project for the Trump Organization, in which you designed the new Spa Suites at the Trump National Doral Resort & Spa in Miami as part of the property’s $250 million restoration. Are there any design elements in the suites that women can mimic in their own homes?

IT: One of the greatest perks for our Spa Suites guests at Trump National Doral are the in-room offerings, including a bath butler service for a lavishly prepared, unforgettable bath experience. All of the Spa Suites feature deep soaking tubs and women can mimic the experience in their own homes by taking some time out after a long day, drawing a warm bath with aromatherapy salts, lighting a few candles and enjoying a couple minutes of pure relaxation.

NB: Do you have a favorite spa treatment?

IT: As a working mother of three, it’s not often I get to enjoy a spa treatment, but when I do, I love a classic deep tissue massage. This is especially helpful right now, as my neck and back are always sore from carrying around my two toddlers and infant son.

You May Also Like: 7 Things You Always Wondered If You Were Doing Right at the Spa but Were Afraid to Ask

NB: What are your three personal favorites from your fashion line?

IT: Summer’s approaching, so I can’t wait to slip into the Summer’s approaching, so I can’t wait to slip into the Kavita sandal from my collection. I also love our Soho Tote , the ultimate work bag (I bring it everywhere!) and I’m excited for the relaunch of our eyewear collection this season—there are sunglasses for everyone. NB: What is one thing you’d like to do in your life that you haven’t done yet?

IT: I love to travel, and there’s so much still to explore! For starters, next time I go to Chile I want to ski the glaciers in Portillo.

It's Personal At NewBeauty, we get the most trusted information from the beauty authority delivered right to your inbox",Ivanka Trump’s Ultimate Beauty Secrets,2016-05-17 07:26:00
66,They don't feel like their leadership skills are being developed. ,http://www.businessinsider.com/why-millennial-employees-are-quitting-2016-1?utm_content=buffer1f2db&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,"Two-thirds of millennials plan to leave their current organization by 2020. Flickr/Erin Kelly New research finds two-thirds of millennials plan to leave their current organization by 2020. One-quarter see themselves elsewhere within the next year.

While you could argue that young workers have always been inclined to job hop (and millennials are less inclined to do so), their reasons for restlessness may have changed.

Young workers' latest gripe? Insufficient opportunities to develop their leadership skills.

That's according to the fifth annual Global Millennials survey, cited on Bloomberg, for which Deloitte reached out to nearly 7,700 working college-educated professionals in 29 countries.

As many as 63% of respondents said their leadership skills are not being fully developed.

And it seems to be a key reason behind their willingness to leave: While 71% of those likely to leave in the next two years are dissatisfied with how their leadership skills are being developed, that number drops to 54% among those who are planning to stay beyond 2020.

As Punit Renjen, chief executive officer of Deloitte Global, told Bloomberg, young workers' pursuit of leadership skills even at the expense of switching jobs is a new phenomenon.

Perhaps it has something to do with the recent trend of flattening organizations, which was highlighted in The Washington Post. In an effort to cut costs, organizations have removed levels of bureaucracy, which means there's not much of a corporate ladder to climb anymore.

""The biggest driver of disengagement is people feeling like they're stuck in a job, and there's nothing for them there,"" one expert told The Post. ""It's easier to quit your company and find a new job than find a new job within your own company.""

Restoring some semblance of a corporate ladder may require a good deal of structural reorganization. In the meantime, managers can take small steps to help their employees develop into leadership positions.

The Wall Street Journal recommends creating mentoring programs in which workers are paired with more senior employees at their company. You can also rotate your employees through different jobs, so they gain new knowledge and expertise.

As for individual employees, US News & World Report suggests being proactive instead of waiting for a leadership position to open up.

If you work for a large company, you can speak to someone in human resources and ask what you should be learning to reach the next level. You can also volunteer to take charge of a particular project, so that management recognizes your capabilities.",Here's a key reason why all of your millennial employees are quitting,2016-05-17 06:30:19
67,"Pillsbury Dough, Disrespect for teachers, extroverted people, friendly strangers, fatty food, hostility to gays, acceptance of gays. ",http://www.vice.com/read/immigrants-explain-what-shocked-them-about-american-culture,"I grew up in Australia—a country not unlike the United States—but I was completely floored the first time I visited an American grocery store. In Australia, there are only a few brands of milk, butter, and bread. Milk generally has one ingredient (you know, milk), the cheese isn't fluorescent orange, and bread does not come in a can. In America, options for a single product type barely fit into one aisle. It was my first major experience of culture shock —which can feel like a hurtful reminder that you're not ""home"" anymore.

During one of my first Christmases in America, I remember watching intently as my sister-in-law pulled out a cylinder from the fridge, cracked it open, and scooped sections of white goop onto a baking tray. A few minutes later, steaming rolls emerged.

""It is so frustrating here. Nothing is easy. Nothing is efficient. To pay rent, you have to use a check? I have never written a check. The last time I got a check was maybe 20 years ago, from my granddad. Getting an apartment takes so long as opposed to other countries I have lived in where it's just a handshake. That's it. I went to the post office yesterday, and I was waiting in line for maybe an hour—and there were only five people in front of me. I felt like I went from a Western country to a third-world country. People here with money have access to things. The rest of the people are just trying to survive."" —Robin Zeitoun, 26, welder, French

""I had not seen or even heard of braces before [coming to America]. I had friends in Korea who had really messed up teeth, but it wasn't necessarily seen as any kind of defect. I started seventh grade in the US and several of the kids had braces—the type with wires going across both upper and bottom teeth with a metal holder in front of each tooth. They looked almost like robots. I didn't actually find out what they were until maybe two years or so later, because I didn't have the language skill to ask about them initially. To me, teeth were just what you had. If you had good teeth, you had good teeth. Bad teeth, then bad teeth. It didn't seem like you could move your teeth like that. They felt very solidly planted in my mouth so the entire concept was foreign."" — Chae An, 45, attorney, South Korean

""In the classroom, I experienced a lot of culture shock by how the students interact [with each other] and how they interact with [me, as] the teacher. American kids are very active in the classroom. They even say things before they raise their hand. Students eat in [my] classroom, which is forbidden in China. Often you are rewarded here for being an extrovert. Basically an introvert cannot survive in your classroom. In China, I don't have to clean [my] chalk board. It is the students' responsibility to clean the classroom. In China, teachers are very high ranking. You are very respected. Here, I don't think so. The income is not really above middle class here."" — Niki Xu, 26, math teacher, Chinese

""The whole paper towel thing struck me very strongly as soon as I came to the US. In Korea, paper towels were used for very few selective kitchen tasks, mostly to wipe off oil from frying pans. So I enter a US host family's house and they use paper towels for everything. They don't bother to even keep a rag. It's the same thing with schools—just big rolls of paper towels for when you spill something. But honestly, when I went to Korea last year, I noticed that things have changed. They now have paper towel disposals in a lot of bathrooms."" — Chandra Edwards, 27, financial analyst, South Korean

""Food-wise, I noticed us all getting these round faces from the bad food we ate. We did not realize it, because it was the standard and you think because it's advertised and readily available it can't be bad for you. We were so ignorant coming from South Africa, eating home cooked food every night over there. Then, once we got here, we ate those corn dogs almost every day for lunch, little pizzas for snacks, and sugary cereals for breakfast."" — Ben van den Heever, 32, founder of Brooklyn Biltong, South African

""I was hugely shocked by all the street harassment. And as a queer woman, I didn't realize that I had to police myself in certain areas here. I thought NYC was supposed to be such a gay city, and it is if you're in Manhattan or Chelsea. When I first moved here I remember my girlfriend and I were kissing on the street outside of our apartment in Bushwick and a group of teenagers started yelling and jeering at us. It was kind of scary and very confusing. I've learned not to hold hands or display affection in certain neighborhoods because of it. I don't really travel around the US, but I can tell you I definitely wouldn't hold hands in the south especially with all the crazy anti-LGBT legislation popping up."" — Sarah Barnett, 28, radio reporter, Canadian

""[In conversations with Americans], I feel uncomfortable, like I am not communicating in the right way. I can't conduct a conversation in three minutes. Maybe I take ten minutes. I don't think in English. This is how an immigrant brain works. I talk in my head in Urdu, but then I have to speak in English. I am unable to change myself, because when I came here I was 40. It was in 2010. So do you think that a 40-year-old mature person who spent their adult life doing things one way, you think he can change within three years, five years, six years? Not possible."" — Shahid Khan, 45, community organizer, Pakistani

""I've found Americans to be basically over friendly, which is weird because I'm Canadian and that's our stereotype. I've had cashiers ask how I am—that's normal. But they then ask things like what am I doing that day or something I find way more personal. And I don't know if it's the Canadian in me, but I always give a full answer, so maybe I am engaging too much. I need to learn how to make polite conversation that doesn't make others feel obligated to keep asking questions."" — Allyson Power, 28, student, Canadian

""I am a gay man who came from Guatemala and it is very dangerous to be gay there. When you start to realize you're gay, the authorities, the religious organization and the gangs, they are against gay people. I came here and after a year and a half I applied for asylum as a client of Immigration Equality. It took me a while, honesty, to realize gay people could live a normal peaceful life here. My whole life I believed I was wrong and I would go to hell and I deserved the treatment I got. It was 2011, the first time I enrolled myself to march in the Gay Pride Parade. That made me feel proud, just proud to be who I am. Now, I feel that this is home."" — Edy Meda, 29, server and fitness instructor, Guatemalan",Immigrants Explain What Shocked Them About American Culture,2016-05-16 23:30:12
68,"Delegate allocations rules were abruptly changed, benefiting Clinton.
",http://www.salon.com/2016/05/16/what_the_hell_just_happened_in_nevada_sanders_supporters_are_fed_up_and_rightfully_so/?utm_source=facebook&utm_medium=socialflow,"Chaos erupted at the Nevada Democratic convention on Saturday as supporters of Hillary Clinton and Bernie Sanders clashed over the awarding of the state's 35 pledged delegates. Clinton edged Sanders in the Nevada caucus on Feb. 20th (52.6 percent to 47.3 percent). On April 2, however, the state party held its Clark County convention and Sanders mobilized more delegates than the Clinton campaign (1,613 to 1,298), which swung the delegate count in his favor.

At the state convention this weekend, the final step in the process, Sanders supporters hoped to secure the lion's share of the remaining 12 delegates. Instead, the delegate allocation rules were abruptly changed and Clinton was awarded 7 of the 12 delegates. State party chair, Roberta Lange, told caucus-goers that the “ruling by the Chair is not debatable; we cannot be challenged and I move that...and I announce that the rules have been passed by the body.” Predictably, a chorus of boos followed and the convention was forced to end on a frenzied note.

What happened in Nevada is likely to happen elsewhere. The perception that the DNC has thrown its institutional support behind Clinton has only deepened the internal divide within the party. The Sanders wing is pissed off, and rightfully so.

The establishment support for Clinton was apparent in the superdelegate gap. Superdelegates are a noxious device to begin with, but they're part of the process and, however objectionable Sanders supporters find them, no rules have been broken on that front. In New York, however, where the process wasn't so much rigged as designed to make it uncommonly difficult for non-incumbents or Democratic challengers to compete are problematic at best, particularly in this climate.

Then there's the Hillary Victory Fund, which has become a massive fundraising vehicle for the Clinton campaign. The HVF was created by the DNC and Clinton's super PAC Hillary for America as a means of raising funds both for the Clinton campaign and down-ballot races across the country. Individuals can give over $350,000 to the joint committee if they donate the maximum amount to Clinton, the DNC and the state parties. Federal elections laws, however, do not allow individual donations to specific candidates to exceed $2,700.

The problem, though, as Politico reported two weeks ago, is that Clinton, aided by the DNC, appears to be skirting this rule and funneling large-dollar donations back to her campaign via the HVF. “The victory fund,” the report indicates, “has transferred $3.8 million to the state parties, but almost all of that cash ($3.3 million, or 88 percent) was quickly transferred to the DNC, usually within a day or two, by the Clinton staffer who controls the committee.” At best, this is a violation of the spirit of the elections laws and, more importantly, an affront to Democrats supporting Bernie Sanders.

It's not at all surprising – or wrong, to be fair – that establishment Democrats would support Hillary Clinton. Clinton is a party veteran and a known commodity. She's been at the center of Democratic politics for decades. Sanders, on the other hand, has been an independent for much of his career in the Senate, though he's caucused with the party for years. Sanders is also well to the left of mainstream Democrats, which is part of his appeal with primary voters.

But the Democratic establishment can maintain neutrality in this process without compromising their preferred candidate. The fact is, Clinton has received at least 2.5 million more primary votes than Sanders. She was – and is – likely to win the nomination. There's no need to rig the process or skew the rules in her favor – doing so only adds to the suspicion that the process itself is undemocratic, which is ruinous to the party's long-term viability.

It's still unclear what the hell happened in Nevada. The optics are terrible – that's for sure. Ultimately, the state's few remaining delegates are meaningless and won't alter the dynamics of the race. But the reports are sufficiently murky that both Sanders and Clinton supporters will grow more entrenched as a result of what happened there. That won't hurt the Sanders campaign, but it will undermine the efforts of the DNC and the Clinton campaign to unify the party against the GOP and Donald Trump.",What the hell just happened in Nevada? Sanders supporters are fed up — and rightfully so,2016-05-16 13:00:00
